area_type,bath,balcony,price,bhk,has_society,society_freq,availability_group,location_grouped,location_target_enc,total_sqft
Super built-up  Area,2.0,2.0,22.5,2.0,0,0.0,Q2 Possession,Other,46.916666666666664,900.0
Built-up  Area,2.0,1.0,69.0,2.0,0,0.0,Ready To Move,Other,116.71428571428571,1280.0
Plot  Area,2.0,0.0,95.0,4.0,0,0.0,Ready To Move,horamavu agara,54.119268292682925,1200.0
Built-up  Area,2.0,2.0,36.0,2.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1025.0
Super built-up  Area,2.0,1.0,63.0,2.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1108.0
Plot  Area,5.0,2.0,170.0,5.0,0,0.0,Ready To Move,Other,88.5,1200.0
Super built-up  Area,3.0,2.0,170.0,3.0,1,1.0,Ready To Move,Other,105.33333333333333,3045.0
Plot  Area,3.0,2.0,300.0,4.0,1,6.0,Ready To Move,ambedkar nagar,190.72413793103448,2900.0
Super built-up  Area,3.0,2.0,75.5,3.0,1,1.0,Ready To Move,vijayanagar,119.15547619047618,1500.0
Super built-up  Area,2.0,2.0,43.9,2.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1295.0
Super built-up  Area,2.0,1.0,59.9,2.0,1,42.0,Ready To Move,budigere,68.87882978723404,1162.0
Super built-up  Area,2.0,2.0,49.2,2.0,1,7.0,Ready To Move,sarjapur  road,120.91663588390502,1035.0
Built-up  Area,4.0,0.0,52.8,4.0,1,1.0,Ready To Move,attibele,46.95951219512195,1600.0
Super built-up  Area,3.0,2.0,46.0,3.0,0,0.0,Ready To Move,Other,53.5,1464.0
Super built-up  Area,2.0,2.0,61.58,3.0,1,4.0,Q4 Possession,hennur road,103.92855704697986,1866.0
Super built-up  Area,1.0,1.0,26.0,2.0,1,2.0,Ready To Move,Other,24.0,700.0
Super built-up  Area,3.0,2.0,120.0,3.0,1,4.0,Ready To Move,kalena agrahara,73.48484848484848,1804.0
Super built-up  Area,2.0,1.0,32.0,2.0,0,0.0,Ready To Move,sarjapur,94.40676829268293,913.0
Super built-up  Area,3.0,2.0,131.0,3.0,1,19.0,Q4 Possession,talaghattapura,102.27194444444444,1868.0
Built-up  Area,2.0,1.0,45.0,2.0,0,0.0,Ready To Move,kengeri satellite town,54.590875000000004,883.0
Plot  Area,2.0,1.0,110.0,2.0,0,0.0,Ready To Move,Other,110.0,900.0
Super built-up  Area,2.0,3.0,73.95,3.0,0,0.0,Ready To Move,kogilu,103.532,1664.0
Super built-up  Area,3.0,2.0,132.0,3.0,1,10.0,Ready To Move,hegde nagar,138.99687500000002,2026.0
Super built-up  Area,2.0,1.0,80.9,2.0,1,1.0,Ready To Move,balagere,61.03306818181818,1210.0
Plot  Area,4.0,2.0,250.0,4.0,1,6.0,Ready To Move,Other,255.83333333333334,4111.0
Super built-up  Area,3.0,3.0,91.45,3.0,1,11.0,Ready To Move,kadugodi,97.58425,1762.0
Super built-up  Area,3.0,3.0,55.0,3.0,1,20.0,Ready To Move,jigani,74.94698113207548,1252.0
Built-up  Area,2.0,1.0,34.5,2.0,1,12.0,Ready To Move,Other,52.875,861.0
Built-up  Area,2.0,1.0,100.0,3.0,1,21.0,Ready To Move,7th phase jp nagar,104.03466666666667,1420.0
Plot  Area,6.0,0.0,250.0,6.0,0,0.0,Ready To Move,Other,151.16666666666666,1450.0
Built-up  Area,3.0,1.0,78.8,3.0,1,4.0,Ready To Move,electronics city phase 1,55.10181818181818,1490.0
Super built-up  Area,2.0,1.0,46.0,3.0,0,0.0,Ready To Move,bisuvanahalli,41.332857142857144,1075.0
Super built-up  Area,2.0,2.0,94.0,3.0,1,8.0,Q3 Possession,old madras road,123.05686567164179,1425.0
Built-up  Area,2.0,1.0,40.0,2.0,1,1.0,Ready To Move,kalena agrahara,73.48484848484848,1200.0
Super built-up  Area,2.0,2.0,56.0,3.0,0,0.0,Ready To Move,kaggadasapura,61.284375,1280.0
Super built-up  Area,2.0,2.0,50.0,2.0,1,1.0,Ready To Move,Other,68.0,1084.0
Super built-up  Area,2.0,2.0,25.88,2.0,1,19.0,Q3 Possession,chandapura,36.56774390243902,1015.0
Super built-up  Area,2.0,1.0,51.25,2.0,1,15.0,Q2 Possession,kanakpura road,71.84865461847389,1017.0
Super built-up  Area,2.0,2.0,44.0,2.0,0,0.0,Ready To Move,haralur road,96.60401960784314,1027.0
Super built-up  Area,2.0,2.0,45.0,2.0,1,2.0,Ready To Move,electronic city phase ii,48.68390625,1069.0
Super built-up  Area,2.0,1.0,98.2,2.0,1,18.0,Ready To Move,hebbal,164.6091304347826,1349.0
Super built-up  Area,2.0,1.0,50.0,2.0,1,9.0,Ready To Move,9th phase jp nagar,89.58372093023256,1005.0
Super built-up  Area,2.0,3.0,75.0,2.0,1,2.0,Ready To Move,jakkur,134.956,1417.0
Plot  Area,3.0,1.0,98.0,3.0,0,0.0,Q1 Possession,tc palaya,84.9991111111111,1475.0
Carpet  Area,2.0,2.0,47.0,2.0,1,2.0,Ready To Move,Other,135.71428571428572,950.0
Super built-up  Area,4.0,0.0,120.0,4.0,1,1.0,Ready To Move,Other,277.0,2000.0
Plot  Area,3.0,1.0,140.0,3.0,0,0.0,Ready To Move,Other,273.14285714285717,880.0
Super built-up  Area,3.0,2.0,104.0,4.0,1,12.0,Ready To Move,sarjapur  road,120.91663588390502,1863.0
Super built-up  Area,2.0,1.0,29.5,2.0,1,2.0,Ready To Move,singasandra,73.18,1010.0
Super built-up  Area,2.0,1.0,70.0,3.0,1,1.0,Ready To Move,kalena agrahara,73.48484848484848,1425.0
Super built-up  Area,3.0,0.0,100.0,3.0,1,1.0,Ready To Move,vijayanagar,119.15547619047618,1450.0
Super built-up  Area,3.0,2.0,105.0,3.0,1,12.0,Ready To Move,kothanur,95.790625,1847.0
Super built-up  Area,2.0,3.0,45.0,2.0,1,1.0,Ready To Move,Other,61.965,1100.0
Super built-up  Area,1.0,1.0,26.0,1.0,1,63.0,Q4 Possession,kanakpura road,71.84865461847389,525.0
Super built-up  Area,3.0,2.0,95.0,3.0,1,3.0,Ready To Move,Other,71.049375,1665.0
Super built-up  Area,4.0,3.0,65.0,4.0,1,1.0,Ready To Move,Other,68.63125,1664.0
Super built-up  Area,3.0,3.0,150.0,3.0,1,3.0,Ready To Move,jp nagar,126.43739436619718,1850.0
Super built-up  Area,2.0,3.0,100.0,2.0,1,1.0,Ready To Move,panathur,73.62040816326531,1438.0
Super built-up  Area,3.0,3.0,115.0,3.0,1,1.0,Ready To Move,Other,94.5,1560.0
Super built-up  Area,2.0,1.0,55.55,2.0,0,0.0,Q2 Possession,yelahanka,86.26330952380954,1350.0
Super built-up  Area,3.0,3.0,67.0,3.0,1,24.0,Ready To Move,kanakpura road,71.84865461847389,1550.0
Super built-up  Area,2.0,2.0,46.5,2.0,0,0.0,Q2 Possession,Other,80.05058823529413,1140.0
Plot  Area,5.0,2.0,180.0,5.0,0,0.0,Ready To Move,Other,151.16666666666666,1200.0
Super built-up  Area,2.0,2.0,27.0,2.0,0,0.0,Q4 Possession,Other,33.325,850.0
Super built-up  Area,2.0,2.0,75.0,2.0,1,7.0,Ready To Move,whitefield,129.65500954198475,1280.0
Built-up  Area,2.0,2.0,52.0,2.0,0,0.0,Ready To Move,munnekollal,120.62208333333335,1170.0
Super built-up  Area,2.0,1.0,51.0,2.0,1,6.0,Ready To Move,Other,55.544999999999995,1113.0
Super built-up  Area,2.0,1.0,83.09,2.0,1,6.0,Ready To Move,hennur road,103.92855704697986,1385.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1128.0
Plot  Area,2.0,2.0,128.0,2.0,0,0.0,Ready To Move,marathahalli,102.42970414201183,1200.0
Plot  Area,4.0,3.0,165.0,4.0,0,0.0,Ready To Move,Other,94.25,1200.0
Super built-up  Area,3.0,2.0,415.0,3.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,2390.0
Plot  Area,4.0,1.0,400.0,4.0,0,0.0,Ready To Move,Other,273.14285714285717,2400.0
Super built-up  Area,3.0,2.0,56.0,3.0,1,3.0,Ready To Move,haralur road,96.60401960784314,1464.0
Super built-up  Area,2.0,2.0,55.0,2.0,0,0.0,Ready To Move,Other,81.875,1200.0
Super built-up  Area,2.0,2.0,52.0,2.0,1,1.0,Ready To Move,kaval byrasandra,61.59090909090909,1200.0
Super built-up  Area,2.0,1.0,55.0,3.0,1,16.0,Ready To Move,Other,70.92105263157895,1150.0
Built-up  Area,3.0,2.0,95.0,3.0,1,4.0,Ready To Move,Other,91.875,1645.0
Super built-up  Area,2.0,1.0,67.0,2.0,0,0.0,Q1 Possession,sarjapur  road,120.91663588390502,1000.0
Plot  Area,4.0,2.0,198.0,4.0,0,0.0,Ready To Move,haralur road,96.60401960784314,2650.0
Super built-up  Area,2.0,2.0,74.0,2.0,1,4.0,Ready To Move,6th phase jp nagar,105.38695652173914,1192.0
Super built-up  Area,3.0,2.0,215.0,3.0,1,2.0,Ready To Move,ulsoor,237.23809523809524,2135.0
Super built-up  Area,2.0,1.0,58.0,2.0,1,16.0,Q4 Possession,whitefield,129.65500954198475,1173.0
Built-up  Area,2.0,2.0,45.0,2.0,1,2.0,Ready To Move,uttarahalli,63.26853503184713,1020.0
Super built-up  Area,6.0,2.0,230.0,4.0,1,39.0,Ready To Move,thigalarapalya,157.65687499999999,3122.0
Super built-up  Area,3.0,3.0,64.0,3.0,0,0.0,Ready To Move,somasundara palya,75.48518518518519,1600.0
Plot  Area,2.0,0.0,79.0,2.0,0,0.0,Q1 Possession,Other,94.75,1200.0
Carpet  Area,2.0,3.0,48.0,2.0,0,0.0,Ready To Move,Other,57.0,1230.0
Super built-up  Area,2.0,2.0,40.0,2.0,1,1.0,Ready To Move,Other,61.470588235294116,1250.0
Super built-up  Area,2.0,2.0,76.0,2.0,1,2.0,Ready To Move,kalena agrahara,73.48484848484848,1325.0
Built-up  Area,3.0,1.0,150.0,3.0,1,5.0,Ready To Move,7th phase jp nagar,104.03466666666667,1850.0
Super built-up  Area,1.0,2.0,21.53,1.0,1,63.0,Q4 Possession,kanakpura road,71.84865461847389,525.0
Super built-up  Area,2.0,2.0,65.0,2.0,0,0.0,Ready To Move,basaveshwara nagar,183.61904761904762,1200.0
Plot  Area,2.0,0.0,140.0,3.0,0,0.0,Ready To Move,Other,140.0,1350.0
Super built-up  Area,3.0,1.0,49.36,3.0,1,17.0,Q2 Possession,bommasandra,50.35054054054054,1260.0
Super built-up  Area,3.0,0.0,150.0,3.0,1,1.0,Ready To Move,Other,336.6666666666667,1800.0
Plot  Area,3.0,2.0,74.0,3.0,1,2.0,Q4 Possession,Other,73.0,11.0
Built-up  Area,2.0,1.0,43.25,2.0,1,2.0,Ready To Move,ardendale,130.66304347826087,1100.0
Super built-up  Area,2.0,1.0,77.0,2.0,1,7.0,Ready To Move,harlur,110.74233766233766,1508.0
Carpet  Area,3.0,2.0,75.0,3.0,1,1.0,Ready To Move,Other,68.0,1592.0
Super built-up  Area,2.0,3.0,57.0,2.0,1,2.0,Ready To Move,akshaya nagar,85.35081967213114,1388.0
Super built-up  Area,1.0,1.0,28.35,1.0,1,9.0,Q2 Possession,electronic city phase ii,48.68390625,630.0
Plot  Area,3.0,2.0,365.0,3.0,0,0.0,Ready To Move,Other,363.3333333333333,2000.0
Super built-up  Area,3.0,1.0,125.0,3.0,0,0.0,Ready To Move,Other,125.0,1762.0
Super built-up  Area,2.0,2.0,50.0,2.0,0,0.0,Q4 Possession,Other,193.0,950.0
Super built-up  Area,5.0,3.0,335.0,4.0,1,8.0,Ready To Move,Other,367.73333333333335,3252.0
Super built-up  Area,2.0,1.0,50.0,2.0,1,11.0,Q3 Possession,magadi road,77.6266,1116.0
Super built-up  Area,2.0,2.0,89.04,2.0,1,5.0,Ready To Move,Other,87.228,1308.0
Super built-up  Area,3.0,0.0,90.0,3.0,0,0.0,Ready To Move,Other,129.75,1200.0
Plot  Area,4.0,2.0,230.0,4.0,0,0.0,Ready To Move,Other,230.0,1500.0
Built-up  Area,1.0,1.0,18.5,1.0,0,0.0,Ready To Move,bannerghatta road,98.6713422818792,500.0
Super built-up  Area,2.0,1.0,52.0,2.0,1,3.0,Ready To Move,hennur,75.1011224489796,1075.0
Super built-up  Area,1.0,0.0,11.66,1.0,1,3.0,Q1 Possession,chandapura,36.56774390243902,530.0
Built-up  Area,2.0,3.0,66.0,2.0,0,0.0,Ready To Move,bellandur,92.00365591397849,1205.0
Super built-up  Area,2.0,2.0,60.0,2.0,1,2.0,Ready To Move,5th phase jp nagar,87.44864864864864,1075.0
Built-up  Area,2.0,2.0,39.0,2.0,1,4.0,Ready To Move,kr puram,84.62961538461539,930.0
Super built-up  Area,2.0,1.0,60.0,2.0,1,1.0,Ready To Move,balagere,61.03306818181818,1380.0
Super built-up  Area,5.0,2.0,212.0,4.0,1,18.0,Ready To Move,hebbal,164.6091304347826,2483.0
Built-up  Area,2.0,2.0,55.0,2.0,1,7.0,Ready To Move,Other,80.6923076923077,1166.0
Super built-up  Area,2.0,1.0,65.0,2.0,1,1.0,Ready To Move,bannerghatta road,98.6713422818792,1050.0
Super built-up  Area,3.0,2.0,275.0,3.0,1,6.0,Q1 Possession,Other,324.6666666666667,2023.71
Super built-up  Area,2.0,2.0,46.8,2.0,1,37.0,Ready To Move,begur road,59.920405405405404,1200.0
Super built-up  Area,2.0,1.0,108.0,3.0,1,2.0,Ready To Move,lakshminarayana pura,97.13888888888889,1600.0
Super built-up  Area,3.0,2.0,110.0,3.0,1,1.0,Ready To Move,Other,95.42277777777778,1935.0
Super built-up  Area,1.0,0.0,29.9,1.0,1,5.0,Q2 Possession,8th phase jp nagar,78.609375,451.0
Super built-up  Area,3.0,2.0,95.0,3.0,1,1.0,Ready To Move,electronic city,55.482145328719724,1800.0
Super built-up  Area,3.0,0.0,77.0,3.0,1,1.0,Q2 Possession,jalahalli,95.76438775510204,1400.0
Super built-up  Area,3.0,2.0,115.0,3.0,1,10.0,Ready To Move,hegde nagar,138.99687500000002,1801.0
Built-up  Area,2.0,2.0,90.0,2.0,1,3.0,Ready To Move,mahadevpura,76.51299999999999,1451.0
Plot  Area,1.0,1.0,36.0,2.0,0,0.0,Q1 Possession,anekal,37.62903225806452,1200.0
Super built-up  Area,2.0,2.0,44.0,2.0,1,37.0,Ready To Move,begur road,59.920405405405404,1160.0
Built-up  Area,2.0,1.0,25.0,2.0,0,0.0,Ready To Move,kengeri,61.44150684931506,1000.0
Super built-up  Area,2.0,1.0,40.0,2.0,1,11.0,Ready To Move,kanakpura road,71.84865461847389,950.0
Built-up  Area,3.0,2.0,79.0,3.0,0,0.0,Q4 Possession,Other,61.699999999999996,1629.0
Built-up  Area,2.0,0.0,134.0,3.0,0,0.0,Ready To Move,vijayanagar,119.15547619047618,1580.0
Super built-up  Area,3.0,2.0,121.0,3.0,1,10.0,Q2 Possession,vijayanagar,119.15547619047618,1826.0
Built-up  Area,2.0,1.0,94.0,2.0,1,17.0,Ready To Move,7th phase jp nagar,104.03466666666667,1245.0
Super built-up  Area,2.0,2.0,45.79,2.0,1,3.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1145.0
Super built-up  Area,2.0,1.0,33.0,2.0,1,8.0,Ready To Move,Other,46.583333333333336,825.0
Super built-up  Area,3.0,3.0,108.0,3.0,1,4.0,Q3 Possession,yeshwanthpur,98.1728313253012,1693.0
Super built-up  Area,2.0,2.0,53.0,2.0,1,3.0,Ready To Move,electronics city phase 1,55.10181818181818,1113.27
Built-up  Area,2.0,1.0,58.0,2.0,1,2.0,Ready To Move,Other,61.0,1460.0
Built-up  Area,2.0,1.0,32.0,2.0,1,1.0,Ready To Move,doddathoguru,44.323793103448274,1050.0
Built-up  Area,2.0,2.0,55.0,2.0,1,1.0,Ready To Move,dodda nekkundi,106.58413793103449,1260.0
Super built-up  Area,3.0,2.0,120.0,6.0,0,0.0,Ready To Move,Other,120.0,700.0
Built-up  Area,2.0,1.0,120.0,2.0,1,1.0,Ready To Move,hosur road,92.79844444444446,1656.0
Super built-up  Area,3.0,1.0,45.0,3.0,1,2.0,Ready To Move,chandapura,36.56774390243902,1208.0
Super built-up  Area,3.0,2.0,161.0,3.0,1,15.0,Ready To Move,whitefield,129.65500954198475,1910.0
Super built-up  Area,4.0,1.0,230.0,4.0,1,3.0,Ready To Move,whitefield,129.65500954198475,3252.0
Plot  Area,2.0,1.0,65.0,2.0,0,0.0,Ready To Move,battarahalli,74.81875000000001,1200.0
Super built-up  Area,4.0,1.0,175.0,4.0,0,0.0,Ready To Move,Other,118.33333333333333,1200.0
Super built-up  Area,2.0,1.0,82.0,2.0,1,14.0,Ready To Move,7th phase jp nagar,104.03466666666667,1175.0
Plot  Area,2.0,0.0,165.0,2.0,0,0.0,Ready To Move,Other,87.44444444444444,1000.0
Plot  Area,2.0,0.0,125.0,4.0,0,0.0,Ready To Move,bannerghatta road,98.6713422818792,1200.0
Super built-up  Area,3.0,2.0,410.0,3.0,1,26.0,Ready To Move,rajaji nagar,327.69308411214956,2390.0
Super built-up  Area,6.0,3.0,2200.0,7.0,0,0.0,Q1 Possession,rajaji nagar,327.69308411214956,12000.0
Plot  Area,1.0,1.0,62.0,2.0,0,0.0,Ready To Move,Other,102.57142857142857,550.0
Super built-up  Area,1.0,0.0,18.5,1.0,0,0.0,Ready To Move,kengeri,61.44150684931506,370.923994
Super built-up  Area,2.0,2.0,38.0,2.0,1,3.0,Ready To Move,Other,36.666666666666664,1185.0
Super built-up  Area,2.0,1.0,38.0,2.0,1,4.0,Ready To Move,kengeri,61.44150684931506,750.0
Plot  Area,7.0,3.0,250.0,6.0,0,0.0,Ready To Move,Other,294.84615384615387,1200.0
Super built-up  Area,3.0,3.0,64.5,3.0,1,24.0,Ready To Move,kanakpura road,71.84865461847389,1550.0
Built-up  Area,3.0,2.0,88.0,3.0,1,1.0,Ready To Move,Other,88.0,1760.0
Super built-up  Area,2.0,2.0,62.0,2.0,1,2.0,Ready To Move,Other,95.42277777777778,1125.0
Plot  Area,3.0,2.0,150.0,3.0,0,0.0,Ready To Move,nagarbhavi,117.20333333333333,1350.0
Plot  Area,2.0,1.0,55.0,2.0,0,0.0,Q4 Possession,anandapura,57.38,1000.0
Built-up  Area,2.0,2.0,31.48,2.0,0,0.0,Q3 Possession,bommasandra industrial area,40.949615384615385,1090.0
Plot  Area,2.0,0.0,60.0,2.0,0,0.0,Ready To Move,tc palaya,84.9991111111111,1200.0
Super built-up  Area,4.0,2.0,103.0,3.0,1,42.0,Ready To Move,budigere,68.87882978723404,1991.0
Super built-up  Area,2.0,1.0,26.5,2.0,1,3.0,Q4 Possession,bommasandra,50.35054054054054,1060.0
Super built-up  Area,2.0,1.0,75.0,2.0,1,3.0,Ready To Move,ambalipura,104.03192307692308,1105.0
Built-up  Area,2.0,2.0,67.0,2.0,1,1.0,Ready To Move,hoodi,91.65022727272728,985.0
Plot  Area,5.0,3.0,85.0,6.0,0,0.0,Ready To Move,chandapura,36.56774390243902,1533.0
Super built-up  Area,3.0,2.0,79.0,3.0,1,2.0,Q3 Possession,balagere,61.03306818181818,1590.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,3.0,Ready To Move,cv raman nagar,79.58952380952381,1120.0
Super built-up  Area,2.0,1.0,55.0,2.0,1,4.0,Ready To Move,Other,48.833333333333336,1069.0
Super built-up  Area,3.0,2.0,140.0,3.0,1,11.0,Ready To Move,marathahalli,102.42970414201183,1933.0
Built-up  Area,2.0,0.0,69.0,2.0,1,12.0,Q1 Possession,hosur road,92.79844444444446,1194.0
Super built-up  Area,2.0,3.0,69.0,2.0,1,1.0,Ready To Move,brookefield,118.48936170212765,1150.0
Super built-up  Area,2.0,2.0,47.12,2.0,0,0.0,Ready To Move,Other,50.79923076923077,1240.0
Super built-up  Area,2.0,2.0,48.1,2.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1419.0
Plot  Area,8.0,2.0,250.0,8.0,0,0.0,Ready To Move,7th phase jp nagar,104.03466666666667,1200.0
Super built-up  Area,4.0,2.0,240.0,3.0,1,1.0,Ready To Move,Other,279.55555555555554,2150.0
Super built-up  Area,3.0,2.0,55.0,3.0,1,2.0,Ready To Move,Other,50.0,1450.0
Super built-up  Area,3.0,2.0,68.29,3.0,1,4.0,Q3 Possession,Other,61.415,1630.0
Super built-up  Area,1.0,1.0,40.0,2.0,1,14.0,Ready To Move,Other,49.903125,708.0
Plot  Area,4.0,3.0,110.0,3.0,0,0.0,Ready To Move,kasavanhalli,116.52607594936708,1000.0
Plot  Area,4.0,3.0,700.0,4.0,0,0.0,Ready To Move,whitefield,129.65500954198475,11890.0
Super built-up  Area,2.0,1.0,76.0,2.0,1,2.0,Ready To Move,bellandur,92.00365591397849,1250.0
Super built-up  Area,2.0,1.0,95.0,3.0,1,21.0,Ready To Move,7th phase jp nagar,104.03466666666667,1400.0
Super built-up  Area,2.0,3.0,57.0,3.0,0,0.0,Ready To Move,sarjapur  road,120.91663588390502,1670.0
Super built-up  Area,3.0,2.0,100.0,3.0,1,8.0,Ready To Move,ardendale,130.66304347826087,1750.0
Super built-up  Area,2.0,1.0,71.0,2.0,1,23.0,Ready To Move,vittasandra,71.21714285714286,1404.0
Super built-up  Area,2.0,2.0,95.0,3.0,1,6.0,Ready To Move,hoodi,91.65022727272728,1715.0
Built-up  Area,1.0,1.0,34.65,1.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,630.0
Super built-up  Area,3.0,2.0,135.0,3.0,1,7.0,Ready To Move,harlur,110.74233766233766,1752.12
Super built-up  Area,3.0,2.0,78.0,3.0,0,0.0,Ready To Move,hulimavu,85.91884615384615,1650.0
Super built-up  Area,2.0,1.0,55.47,2.0,1,68.0,Ready To Move,raja rajeshwari nagar,66.0819496855346,1295.0
Plot  Area,3.0,2.0,252.0,3.0,1,3.0,Ready To Move,Other,273.14285714285717,1800.0
Super built-up  Area,2.0,1.0,74.03,2.0,1,23.0,Q3 Possession,sarjapur  road,120.91663588390502,1346.0
Plot  Area,4.0,2.0,200.0,4.0,0,0.0,Ready To Move,Other,86.66666666666667,1200.0
Super built-up  Area,2.0,2.0,55.0,2.0,1,1.0,Ready To Move,hormavu,71.35376712328767,1150.0
Built-up  Area,4.0,3.0,325.0,4.0,1,1.0,Ready To Move,Other,325.0,3309.0
Super built-up  Area,2.0,2.0,30.35,3.0,1,19.0,Q2 Possession,chandapura,36.56774390243902,1190.0
Super built-up  Area,3.0,2.0,98.0,3.0,1,2.0,Ready To Move,Other,61.965,1620.0
Super built-up  Area,2.0,1.0,46.96,2.0,0,0.0,Q2 Possession,marathahalli,102.42970414201183,950.0
Super built-up  Area,9.0,3.0,360.0,11.0,1,3.0,Ready To Move,Other,360.0,5000.0
Super built-up  Area,3.0,0.0,120.0,3.0,1,7.0,Ready To Move,harlur,110.74233766233766,2450.0
Super built-up  Area,2.0,1.0,35.23,3.0,1,56.0,Q2 Possession,electronic city phase ii,48.68390625,1220.0
Super built-up  Area,2.0,1.0,30.0,2.0,1,2.0,Ready To Move,Other,52.25,850.0
Built-up  Area,2.0,2.0,63.0,2.0,0,0.0,Ready To Move,padmanabhanagar,140.63142857142856,1020.0
Built-up  Area,2.0,2.0,50.0,2.0,0,0.0,Ready To Move,chikkalasandra,71.68931034482758,1100.0
Super built-up  Area,2.0,2.0,126.0,2.0,1,2.0,Ready To Move,Other,1167.7142857142858,1150.0
Super built-up  Area,2.0,2.0,130.0,3.0,1,12.0,Q4 Possession,hebbal,164.6091304347826,1760.0
Super built-up  Area,3.0,3.0,110.0,3.0,0,0.0,Ready To Move,ambalipura,104.03192307692308,1800.0
Super built-up  Area,2.0,1.0,54.0,2.0,0,0.0,Ready To Move,akshaya nagar,85.35081967213114,1070.0
Plot  Area,4.0,2.0,220.0,4.0,0,0.0,Ready To Move,2nd stage nagarbhavi,217.0,1500.0
Plot  Area,2.0,0.0,95.0,2.0,0,0.0,Ready To Move,vidyaranyapura,95.5548780487805,1440.0
Super built-up  Area,2.0,1.0,40.0,2.0,1,2.0,Ready To Move,amruthahalli,90.22916666666667,900.0
Built-up  Area,4.0,1.0,230.0,4.0,0,0.0,Ready To Move,Other,230.0,1200.0
Super built-up  Area,2.0,1.0,42.16,2.0,1,13.0,Q2 Possession,whitefield,129.65500954198475,1130.0
Super built-up  Area,2.0,1.0,165.0,2.0,1,8.0,Ready To Move,koramangala,205.215,1320.0
Super built-up  Area,2.0,1.0,98.0,2.0,0,0.0,Q2 Possession,Other,102.33272727272728,1270.0
Built-up  Area,2.0,1.0,62.0,2.0,1,1.0,Ready To Move,Other,143.5,1200.0
Super built-up  Area,4.0,2.0,235.0,4.0,0,0.0,Ready To Move,Other,235.0,4800.0
Super built-up  Area,2.0,1.0,74.0,2.0,0,0.0,Ready To Move,Other,142.25,1200.0
Super built-up  Area,2.0,0.0,50.17,2.0,1,10.0,Ready To Move,subramanyapura,67.14750000000001,929.0
Built-up  Area,4.0,2.0,260.0,4.0,1,1.0,Ready To Move,Other,277.0,1150.0
Plot  Area,4.0,3.0,180.0,4.0,0,0.0,Ready To Move,basavangudi,180.6290322580645,1125.0
Plot  Area,3.0,2.0,65.0,5.0,0,0.0,Ready To Move,Other,63.25,500.0
Plot  Area,5.0,2.0,190.0,5.0,1,1.0,Ready To Move,Other,143.57142857142858,1200.0
Super built-up  Area,3.0,2.0,56.0,3.0,0,0.0,Ready To Move,Other,53.5,1464.0
Super built-up  Area,4.0,3.0,400.0,4.0,0,0.0,Ready To Move,7th phase jp nagar,104.03466666666667,3600.0
Plot  Area,4.0,2.0,99.0,4.0,0,0.0,Ready To Move,Other,99.0,2000.0
Super built-up  Area,2.0,1.0,49.0,2.0,0,0.0,Ready To Move,chikkalasandra,71.68931034482758,1208.0
Super built-up  Area,2.0,2.0,60.0,2.0,1,1.0,Ready To Move,hebbal kempapura,197.33333333333334,1130.0
Super built-up  Area,3.0,2.0,120.0,3.0,1,3.0,Ready To Move,Other,110.0,1753.0
Super built-up  Area,7.0,3.0,337.0,5.0,1,17.0,Ready To Move,old madras road,123.05686567164179,4500.0
Plot  Area,3.0,2.0,58.0,3.0,0,0.0,Ready To Move,Other,84.11818181818181,600.0
Super built-up  Area,2.0,2.0,94.42,2.0,1,26.0,Q2 Possession,hoodi,91.65022727272728,1196.0
Built-up  Area,3.0,3.0,52.5,2.0,1,1.0,Ready To Move,5th phase jp nagar,87.44864864864864,1150.0
Super built-up  Area,2.0,1.0,63.0,2.0,1,48.0,Q2 Possession,electronic city,55.482145328719724,1128.0
Super built-up  Area,2.0,1.0,53.0,2.0,1,2.0,Ready To Move,Other,67.5,1000.0
Super built-up  Area,2.0,1.0,45.0,2.0,1,5.0,Ready To Move,yelahanka,86.26330952380954,1035.0
Built-up  Area,2.0,1.0,32.0,2.0,0,0.0,Ready To Move,Other,35.81875,950.0
Super built-up  Area,2.0,1.0,36.0,3.0,1,41.0,Ready To Move,bisuvanahalli,41.332857142857144,1075.0
Super built-up  Area,2.0,1.0,48.5,2.0,1,2.0,Ready To Move,whitefield,129.65500954198475,1040.0
Plot  Area,2.0,1.0,45.0,2.0,0,0.0,Q4 Possession,Other,64.04166666666667,720.0
Super built-up  Area,3.0,1.0,95.0,3.0,1,22.0,Ready To Move,lingadheeranahalli,115.34826086956522,1511.0
